scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint,deadline_slots,size_bucket,compute_bucket,mem_bucket,atomicity,split_bucket,urgency,latency_sensitive,compute_heavy,io_heavy,memory_heavy,routing_hint,task_type,task_subtype,type_reason,multi_flags,final_flag,is_general,is_deadline_hard,is_latency_sensitive,is_compute_intensive,is_data_intensive,cluster_id
heavy,0,670,5,79,79.0,5.044431,889958100.0,4489332700.0,81.51641,image,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,671,6,79,79.0,4.1874595,1641371800.0,6873177600.0,47.332928,video,0,,,0,0.0,discrete,,M,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,672,8,79,79.0,4.8497524,619589500.0,3004855800.0,13.896856,text,0,,,0,0.0,discrete,,M,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,673,10,79,79.0,3.1373844,1023219700.0,3210233600.0,70.396965,video,1,0.32048225,79.32048,1,0.7032181,continuous,1,S,S,M,splittable,L,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,674,10,79,79.0,9.519019,731162900.0,6959953400.0,161.73407,video,1,0.5565833,79.55658,1,0.8341956,continuous,1,L,S,L,splittable,L,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,675,10,79,79.0,2.187407,989726900.0,2164935700.0,58.59536,video,1,0.67236024,79.67236,0,0.0,discrete,1,S,S,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,676,16,79,79.0,6.8580937,2522470400.0,17299340000.0,60.316982,image,0,,,0,0.0,discrete,,L,L,M,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,677,16,79,79.0,9.663831,1288685000.0,12453634000.0,44.337776,text,1,0.5263304,79.52633,1,0.7119786,continuous,1,L,M,S,splittable,L,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,678,0,80,80.0,3.9278986,1652351900.0,6490270700.0,125.8072,text,0,,,0,0.0,discrete,,S,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,679,2,80,80.0,3.0770977,2139911700.0,6584717300.0,87.35411,video,0,,,1,0.8378989,continuous,,S,L,L,splittable,L,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,2
heavy,0,680,2,80,80.0,4.3972783,2227819300.0,9796341000.0,80.13317,image,0,,,1,0.8017833,continuous,,M,L,L,splittable,L,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,2
heavy,0,681,2,80,80.0,2.1705918,989928200.0,2148730000.0,46.540916,text,1,0.39233726,80.392334,1,0.45086867,continuous,1,S,S,S,splittable,S,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,2
heavy,0,682,4,80,80.0,4.2267895,962445760.0,4068055600.0,127.10684,image,0,,,1,0.40297893,continuous,,M,S,L,splittable,S,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,683,6,80,80.0,5.1989756,2825774600.0,14691133000.0,95.45839,text,0,,,1,0.6452508,continuous,,M,L,L,splittable,M,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,684,6,80,80.0,11.485798,1865561300.0,21427460000.0,85.720345,text,0,,,0,0.0,discrete,,L,L,L,atomic,NA,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,685,8,80,80.0,3.3889217,2293216300.0,7771530000.0,150.95895,video,0,,,0,0.0,discrete,,S,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,686,9,80,80.0,2.9300547,3791615000.0,11109639000.0,127.46352,video,0,,,0,0.0,discrete,,S,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,687,10,80,80.0,3.5059733,2526442200.0,8857639000.0,54.739906,video,0,,,0,0.0,discrete,,S,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,688,13,80,80.0,11.691587,2314990800.0,27065920000.0,40.85553,sensor,0,,,0,0.0,discrete,,L,L,S,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,689,14,80,80.0,2.4166656,1570479200.0,3795323000.0,77.40251,text,0,,,1,0.74895847,continuous,,S,M,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,690,15,80,80.0,4.2245536,824832000.0,3484546800.0,32.53973,image,1,0.48531076,80.48531,1,0.78993416,continuous,1,M,S,S,splittable,L,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,691,2,81,81.0,4.431811,2265664000.0,10040995000.0,86.848335,video,0,,,0,0.0,discrete,,M,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",compute_intensive,False,False,False,True,False,2
heavy,0,692,2,81,81.0,4.3025227,1227284700.0,5280420400.0,86.782234,image,0,,,1,0.52725536,continuous,,M,M,L,splittable,S,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,2
heavy,0,693,3,81,81.0,14.475993,1298288100.0,18794010000.0,48.940166,text,0,,,0,0.0,discrete,,L,M,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,1
heavy,0,694,4,81,81.0,4.594207,1253063300.0,5756831000.0,78.49232,video,1,0.79937863,81.79938,1,0.618612,continuous,1,M,M,L,splittable,M,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,695,7,81,81.0,4.07214,2257555500.0,9193083000.0,68.83556,text,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,1
heavy,0,696,8,81,81.0,1.8444122,773728060.0,1427073500.0,135.4822,text,0,,,0,0.0,discrete,,S,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,697,14,81,81.0,3.318818,2264855300.0,7516642300.0,47.68965,video,0,,,1,0.46083754,continuous,,S,L,S,splittable,S,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,698,14,81,81.0,9.219808,1324350500.0,12210257000.0,45.540302,text,1,0.86546314,81.86546,1,0.74326706,continuous,1,L,M,S,splittable,L,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,699,7,82,82.0,2.2329118,1119678700.0,2500143600.0,69.924446,video,1,0.45847675,82.45847,0,0.0,discrete,1,S,S,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,1
heavy,0,700,7,82,82.0,3.9526138,2164465700.0,8555297000.0,27.182127,video,1,0.8857555,82.88576,1,0.7904457,continuous,1,S,L,S,splittable,L,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,701,8,82,82.0,3.5777678,3337847300.0,11942043000.0,99.32506,text,0,,,1,0.5304651,continuous,,S,L,L,splittable,S,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,702,15,82,82.0,7.294026,2605049900.0,19001300000.0,59.542374,text,0,,,0,0.0,discrete,,L,L,M,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,703,15,82,82.0,7.634518,2201877200.0,16810273000.0,87.60812,text,1,0.41643816,82.416435,0,0.0,discrete,1,L,L,L,atomic,NA,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,704,16,82,82.0,5.397693,2957965300.0,15966190000.0,35.148426,image,0,,,1,0.6750339,continuous,,M,L,S,splittable,M,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,705,1,83,83.0,5.674345,1086032000.0,6162520600.0,45.75553,video,0,,,0,0.0,discrete,,M,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,1
heavy,0,706,7,83,83.0,2.252578,1264065900.0,2847406800.0,69.95324,video,1,0.6296392,83.62964,1,0.5556092,continuous,1,S,M,M,splittable,M,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,707,7,83,83.0,10.098925,3082347500.0,31128396000.0,109.3435,sensor,1,0.32207304,83.322075,1,0.5957221,continuous,1,L,L,L,splittable,M,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,708,8,83,83.0,3.151419,3376792800.0,10641690000.0,101.67052,video,1,0.62308097,83.62308,1,0.51124114,continuous,1,S,L,L,splittable,S,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,709,9,83,83.0,6.3617387,1321876700.0,8409434000.0,81.00734,video,0,,,0,0.0,discrete,,L,M,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,710,12,83,83.0,3.7465022,790755700.0,2962568000.0,164.37263,text,0,,,0,0.0,discrete,,S,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,2
heavy,0,711,15,83,83.0,7.771314,710077440.0,5518234600.0,57.04437,sensor,0,,,1,0.5178953,continuous,,L,S,M,splittable,S,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,712,0,84,84.0,3.822224,1185322100.0,4530566700.0,49.71319,image,1,0.815683,84.81568,1,0.5771118,continuous,1,S,S,S,splittable,M,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,713,4,84,84.0,4.8177643,1448499200.0,6978527700.0,73.71739,image,1,0.5134093,84.51341,1,0.84712714,continuous,1,M,M,M,splittable,L,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,714,4,84,84.0,1.3026032,1210250500.0,1576476200.0,60.071983,video,0,,,0,0.0,discrete,,S,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,715,5,84,84.0,3.9585795,1097179800.0,4343273000.0,42.669403,video,1,0.3610697,84.36107,0,0.0,discrete,1,S,S,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,716,5,84,84.0,6.6276784,2406038500.0,15946449000.0,72.38522,text,1,0.74481416,84.74481,0,0.0,discrete,1,L,L,M,atomic,NA,hard,True,True,True,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,717,7,84,84.0,2.8668616,1552312300.0,4450264600.0,44.42925,video,1,0.3050344,84.30503,0,0.0,discrete,1,S,M,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,1
heavy,0,718,7,84,84.0,6.9511237,1169120000.0,8126697500.0,63.870583,text,1,0.32661757,84.326614,0,0.0,discrete,1,L,S,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,719,10,84,84.0,1.6917232,695893250.0,1177258800.0,42.08163,video,1,0.40078336,84.40078,0,0.0,discrete,1,S,S,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,720,11,84,84.0,8.516798,888039500.0,7563252700.0,58.947796,video,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,721,14,84,84.0,6.1799684,798099140.0,4932227000.0,44.366962,text,0,,,1,0.714634,continuous,,M,S,S,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,722,14,84,84.0,4.985108,1216373500.0,6063753000.0,43.033302,video,0,,,0,0.0,discrete,,M,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,723,16,84,84.0,3.494439,914006700.0,3193940700.0,79.47238,sensor,0,,,1,0.72371626,continuous,,S,S,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,724,0,85,85.0,6.142184,1256605300.0,7718300000.0,51.741875,sensor,0,,,1,0.63601846,continuous,,M,M,S,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,725,4,85,85.0,5.562527,2512265700.0,13974546000.0,71.556816,sensor,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,726,6,85,85.0,1.1368572,1653809500.0,1880145300.0,47.68387,video,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,727,11,85,85.0,4.322555,3027693300.0,13087372000.0,77.605675,sensor,1,0.32403126,85.32403,1,0.77856237,continuous,1,M,L,L,splittable,L,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,728,13,85,85.0,1.6141981,1109158900.0,1790402300.0,70.47833,text,0,,,1,0.556644,continuous,,S,S,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,1
heavy,0,729,14,85,85.0,2.50046,1334049900.0,3335738400.0,45.837463,image,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,730,15,85,85.0,5.166014,1967703800.0,10165186000.0,83.27028,video,0,,,1,0.66819626,continuous,,M,L,L,splittable,M,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,731,15,85,85.0,6.0326405,1716133000.0,10352813000.0,32.066353,image,1,0.38666087,85.38666,0,0.0,discrete,1,M,M,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,732,0,86,86.0,1.6727868,952622200.0,1593533800.0,51.85613,video,1,0.61007535,86.61008,1,0.77492476,continuous,1,S,S,S,splittable,L,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,733,1,86,86.0,8.796463,1242386200.0,10928604000.0,50.832993,image,1,0.38010475,86.380104,1,0.7095253,continuous,1,L,M,S,splittable,L,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,734,1,86,86.0,2.818427,1811544200.0,5105705000.0,31.812975,image,0,,,1,0.45923287,continuous,,S,L,S,splittable,S,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,1
heavy,0,735,3,86,86.0,10.400627,2742728200.0,28526094000.0,134.19698,sensor,1,0.82703835,86.82704,0,0.0,discrete,1,L,L,L,atomic,NA,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,736,8,86,86.0,3.2102401,2195076600.0,7046723000.0,62.328762,text,1,0.9626294,86.96263,1,0.44401798,continuous,1,S,L,M,splittable,S,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,737,10,86,86.0,5.2899065,1281831600.0,6780769000.0,37.14506,video,0,,,0,0.0,discrete,,M,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,738,10,86,86.0,4.021391,2114387700.0,8502780000.0,111.429436,sensor,1,0.36063385,86.360634,0,0.0,discrete,1,M,L,L,atomic,NA,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,739,12,86,86.0,5.1564817,619582660.0,3194866700.0,34.886223,sensor,0,,,1,0.4590721,continuous,,M,S,S,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,2
heavy,0,740,15,86,86.0,3.9983685,2037053000.0,8144889000.0,68.651596,image,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,741,17,86,86.0,5.7416387,1610281000.0,9245651000.0,85.99532,sensor,0,,,1,0.65158725,continuous,,M,M,L,splittable,M,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,1
heavy,0,742,4,87,87.0,5.6749578,953592960.0,5411600000.0,78.20211,text,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,743,4,87,87.0,5.7972727,849434750.0,4924404700.0,46.1586,video,1,0.6577785,87.657776,0,0.0,discrete,1,M,S,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,744,6,87,87.0,5.231291,1589215600.0,8313648600.0,134.87828,image,1,0.81562954,87.81563,1,0.47062388,continuous,1,M,M,L,splittable,S,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,745,8,87,87.0,5.2147946,3053695000.0,15924393000.0,33.821503,sensor,1,0.5691942,87.56919,0,0.0,discrete,1,M,L,S,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,746,8,87,87.0,10.2806425,1645406800.0,16915839000.0,58.460655,text,0,,,0,0.0,discrete,,L,M,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,747,12,87,87.0,4.9488544,1948628600.0,9643479000.0,61.159348,image,1,0.5544304,87.55443,0,0.0,discrete,1,M,L,M,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,2
heavy,0,748,12,87,87.0,7.3291683,714349250.0,5235585500.0,65.45872,sensor,0,,,1,0.7202258,continuous,,L,S,M,splittable,L,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,2
heavy,0,749,15,87,87.0,5.7409105,1615694300.0,9275557000.0,75.760506,video,1,0.701188,87.70119,0,0.0,discrete,1,M,M,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,750,0,88,88.0,6.107123,1672395100.0,10213522000.0,139.875,text,1,0.8352159,88.83521,1,0.72147584,continuous,1,M,M,L,splittable,L,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,751,0,88,88.0,1.6119771,1191811600.0,1921173000.0,108.357895,text,0,,,1,0.7196964,continuous,,S,S,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,752,3,88,88.0,3.0679455,1287409500.0,3949702400.0,143.95874,video,1,0.97245437,88.97246,1,0.7419562,continuous,1,S,M,L,splittable,L,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,753,5,88,88.0,3.974509,1169284700.0,4647333000.0,113.39659,text,1,0.5317899,88.53179,0,0.0,discrete,1,M,S,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,754,7,88,88.0,3.095579,1407224000.0,4356173300.0,53.28052,image,1,0.7600511,88.76005,0,0.0,discrete,1,S,M,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,1
heavy,0,755,9,88,88.0,4.1334424,1216667100.0,5029023000.0,73.79426,text,0,,,1,0.75965065,continuous,,M,S,M,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,756,12,88,88.0,3.5889456,2052630100.0,7366778400.0,86.71346,video,0,,,1,0.8437478,continuous,,S,L,L,splittable,L,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,2
heavy,0,757,13,88,88.0,6.6918073,1849533400.0,12376721000.0,51.592438,text,0,,,0,0.0,discrete,,L,L,S,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,758,15,88,88.0,4.1623464,1071240700.0,4458875000.0,112.52585,text,1,0.934821,88.93482,1,0.73999727,continuous,1,M,S,L,splittable,L,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,759,0,89,89.0,9.187766,935735300.0,8597317000.0,80.355484,image,0,,,0,0.0,discrete,,L,S,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,760,2,89,89.0,2.6733522,1045206900.0,2794206200.0,57.42921,sensor,0,,,1,0.65025723,continuous,,S,S,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,2
